iter	RMSE
155	88.31840867
156	88.24856658
157	88.20487895
158	88.15593604
159	88.07460066
160	87.99539789
161	87.91937684
162	87.86464977
163	87.80498029
164	87.74416165
165	87.67492575
166	87.62497399
167	87.5705539
168	87.52983389
169	87.45709943
170	87.41572043
171	87.36166222
172	87.32903739
173	87.29177556
174	87.27323679
175	87.26251698
176	87.24508803
177	87.20574129
178	87.14929188
179	87.11900644
180	87.03311996
181	86.99433559
182	86.9355113
183	86.90573781
184	86.86820517
185	86.85836791
186	86.81448607
187	86.7870668
188	86.77096333
189	86.74133659
190	86.71178251
191	86.66602857
192	86.63352902
193	86.60084549
194	86.57556644
195	86.54947302
196	86.49034718
197	86.47472289
198	86.4449795
199	86.41067862
200	86.38726099
201	86.37594481
202	86.33255844
203	86.24981192
204	86.17437148
205	86.12916668
206	86.08938134
207	86.06383057
208	86.03247078
209	85.99524055
210	85.96608299
211	85.91547894
212	85.89902463
213	85.87824087
214	85.85909581
215	85.8353472
216	85.81162314
217	85.7840507
218	85.75045793
219	85.71474028
220	85.694266
221	85.67093061
222	85.62719255
223	85.56159446
224	85.52754296
225	85.48422418
226	85.42601288
227	85.39741315
228	85.38058343
229	85.3254933
230	85.29417133
231	85.27602642
232	85.23217693
233	85.20900738
234	85.18897531
235	85.16848379
236	85.08823053
237	85.07178392
238	85.05092897
239	85.03154251
240	85.01219406
241	84.99485174
242	84.98067493
243	84.96088057
244	84.92813943
245	84.89487446
246	84.86177207
247	84.80184261
248	84.73708864
249	84.71926615
250	84.68542318
251	84.65736009
252	84.62589735
253	84.60569294
254	84.57408168
255	84.55498608
256	84.5105942
257	84.47733599
258	84.46480991
259	84.45445497
260	84.43751456
261	84.40403534
262	84.38791238
263	84.37458568
264	84.34510591
265	84.29138201
266	84.24835343
267	84.22235607
268	84.18196206
269	84.16971019
270	84.15773127
271	84.11850946
272	84.0943004
273	84.08049723
274	84.06981698
275	84.01696845
276	83.99753454
277	83.9669961
278	83.95384329
279	83.91352642
280	83.89750572
281	83.88414448
282	83.872737
283	83.8212589
284	83.80695803
285	83.77235875
286	83.72555248
287	83.7137386
288	83.68774452
289	83.6482777
290	83.61248633
291	83.60023356
292	83.58237646
293	83.56797463
294	83.54885619
295	83.53835355
296	83.52289401
297	83.50963372
298	83.45296949
299	83.44210204
300	83.43026739
301	83.4060084
302	83.3903512
303	83.36988102
304	83.34927415
305	83.29434259
306	83.28154597
307	83.24988546
308	83.21204047
309	83.19745245
310	83.18079302
311	83.1658275
312	83.15601479
313	83.14370654
314	83.1220608
315	83.09526084
316	83.07109822
317	83.03877622
318	83.01283597
319	83.0015391
320	82.98812788
321	82.97626372
322	82.92296353
323	82.87733069
324	82.86693193
325	82.81979218
326	82.78773148
327	82.74305902
328	82.72898544
329	82.68907453
330	82.64282848
331	82.63630649
332	82.61659454
333	82.58464157
334	82.57122855
335	82.54216114
336	82.50687257
337	82.48026648
338	82.44481017
339	82.42683328
340	82.40945015
341	82.39530793
342	82.37702937
343	82.36596029
344	82.33887597
345	82.31905038
346	82.3077816
347	82.29687378
348	82.26393924
349	82.24432767
350	82.23914328
351	82.21284958
352	82.20173822
353	82.18975064
354	82.17923777
355	82.1539902
356	82.13023933
357	82.10420942
358	82.08508661
359	82.07347098
360	82.04213326
361	82.01949166
362	81.98556203
363	81.96785893
364	81.95733418
365	81.94488009
366	81.91633485
367	81.88617698
368	81.84809968
369	81.83568214
370	81.82481037
371	81.79110966
372	81.77833681
373	81.75439948
374	81.73250869
375	81.69150062
376	81.66029148
377	81.60021067
378	81.56968716
379	81.55073804
380	81.52743401
381	81.48039102
382	81.46051152
383	81.42479192
384	81.40538622
385	81.39274863
386	81.37609288
387	81.36950821
388	81.32799804
389	81.31507585
390	81.28994003
391	81.25052313
392	81.22481849
393	81.21058176
394	81.16973218
395	81.15894484
396	81.1490523
397	81.11387425
398	81.08141658
399	81.05677763
400	81.04034896
401	81.02839558
402	81.0124249
403	80.99133749
404	80.9698552
405	80.94054566
406	80.92958489
407	80.91996552
408	80.89763912
409	80.86008246
410	80.82267894
411	80.7919874
412	80.7620319
413	80.73069303
414	80.72030222
415	80.68911324
416	80.65995561
417	80.64503236
418	80.63258302
419	80.60445687
420	80.59307805
421	80.57737689
422	80.54493225
423	80.50952646
424	80.49609699
425	80.48110142
426	80.46761314
427	80.45243515
428	80.44403674
429	80.43362674
430	80.41517733
431	80.40025505
432	80.3819713
433	80.36375081
434	80.35539361
435	80.33552125
436	80.32480371
437	80.3038836
438	80.28197462
439	80.25319236
440	80.23686014
441	80.2267627
442	80.22015971
443	80.19941816
444	80.1739151
445	80.1524929
446	80.12787573
447	80.10086175
448	80.07705645
449	80.06623036
450	80.0477398
451	80.03300369
452	80.02398885
453	79.99611217
454	79.94095665
455	79.91940402
456	79.89324905
457	79.87540311
458	79.8448022
459	79.83354421
460	79.82585417
461	79.80338569
462	79.78907227
463	79.75636391
464	79.73455304
465	79.72004991
466	79.70490712
467	79.68329604
468	79.67789636
469	79.66270856
470	79.62958679
471	79.60922911
472	79.59857115
473	79.58182347
474	79.5596288
475	79.55378857
476	79.54418452
477	79.52732333
478	79.51492193
479	79.48877443
480	79.45713242
481	79.44193995
482	79.43309884
483	79.41883289
484	79.40876889
485	79.38122402
486	79.35997308
487	79.34939568
488	79.34392416
489	79.32324691
490	79.31035224
491	79.29955462
492	79.29502803
493	79.26639474
494	79.25870717
495	79.24444674
496	79.22846225
497	79.21955598
498	79.1961643
499	79.18081783
500	79.15924978
501	79.15235892
502	79.13613947
503	79.12638825
504	79.11298509
505	79.09326271
506	79.07386274
507	79.05231595
508	79.02650089
509	79.00931765
510	78.99786648
511	78.98148627
512	78.96281231
513	78.95092843
514	78.93108898
515	78.91318956
516	78.90031583
517	78.88354705
518	78.86380473
519	78.84435041
520	78.82755579
521	78.81336712
522	78.77613601
523	78.7631926
524	78.75006373
525	78.727573
526	78.69262053
527	78.66535904
528	78.64181746
529	78.62743449
530	78.61739591
531	78.59670014
532	78.56921693
533	78.56293425
534	78.54575971
535	78.52350458
536	78.50794748
537	78.49590168
538	78.4787673
539	78.46410407
540	78.44659348
541	78.43681619
542	78.42294514
543	78.39812367
544	78.37755792
545	78.35550942
546	78.33253426
547	78.30494759
548	78.28948697
549	78.27801758
550	78.27165606
551	78.24716427
552	78.22768479
553	78.21113277
554	78.1920132
555	78.17542982
556	78.15469401
557	78.13547508
558	78.11246802
559	78.0986259
560	78.09037559
561	78.07121943
562	78.06638654
563	78.04868938
564	78.04061464
565	78.03351034
566	78.00962786
567	77.99506222
568	77.98374706
569	77.96067875
570	77.94644176
571	77.93440085
572	77.92720301
573	77.92401225
574	77.90848235
575	77.89167106
576	77.87888674
577	77.86177574
578	77.84594415
579	77.81664366
580	77.80358562
581	77.78161845
582	77.76767064
583	77.7533042
584	77.73808903
585	77.72818485
586	77.72028684
587	77.69735224
588	77.6835177
589	77.67423144
590	77.66374314
591	77.64533815
592	77.62471828
593	77.61117746
594	77.59473498
595	77.5819089
596	77.55980611
597	77.54980257
598	77.53363901
599	77.5193383
600	77.51368266
601	77.49970218
602	77.49379083
603	77.47693432
604	77.46516275
605	77.44768142
606	77.43313427
607	77.42813937
608	77.40583265
609	77.3970046
610	77.37135608
611	77.36012988
612	77.34865008
613	77.33308479
614	77.31571945
615	77.29677087
616	77.28598578
617	77.27676197
618	77.27293236
619	77.25420792
620	77.24133825
621	77.21393384
622	77.1974969
623	77.17327842
624	77.16177673
625	77.14689074
626	77.12726564
627	77.11610594
628	77.0998874
629	77.08645663
630	77.07970552
631	77.06595536
632	77.05324792
633	77.04164006
634	77.03460131
635	77.01923504
636	77.00736021
637	76.99413177
638	76.97457881
639	76.96410325
640	76.9497138
641	76.93855719
642	76.91625743
643	76.89374671
644	76.87885982
645	76.86679891
646	76.84769528
647	76.82663731
648	76.81155118
649	76.80658721
650	76.79404901
651	76.78472313
652	76.77362958
653	76.76308586
654	76.74788719
655	76.74306617
656	76.73040799
657	76.71420328
658	76.71063375
659	76.70110084
660	76.69495783
661	76.68420613
662	76.66336856
663	76.65062375
664	76.64021518
665	76.63350764
666	76.61612031
667	76.59354764
668	76.57775221
669	76.56193142
670	76.55605783
671	76.54113487
672	76.52920178
673	76.51962873
674	76.50858366
675	76.49384027
676	76.4775231
677	76.46266353
678	76.45193347
679	76.43929493
680	76.41999476
681	76.41173606
682	76.39677212
683	76.37807586
684	76.37511168
685	76.35978347
686	76.3464171
687	76.33976315
688	76.32769859
689	76.32262627
690	76.31531386
691	76.30532715
692	76.29455982
693	76.28311412
694	76.26597572
695	76.25409597
696	76.2360743
697	76.21975559
698	76.20816195
699	76.20158883
700	76.17847563
701	76.17244975
702	76.15480853
703	76.14110931
704	76.13199889
705	76.12394099
706	76.11100247
707	76.10325915
708	76.08854147
709	76.07988746
710	76.07568412
711	76.05997089
712	76.04466874
713	76.0280599
714	76.00412163
715	75.98897277
716	75.97276848
717	75.95410978
718	75.94036904
719	75.92833966
720	75.91911665
721	75.91329242
722	75.89810253
723	75.88807358
724	75.8800446
725	75.87281682
726	75.86441189
727	75.85306216
728	75.84059894
729	75.82134342
730	75.80620277
731	75.79163596
732	75.7750316
733	75.76119419
734	75.75008674
735	75.73674061
736	75.71389547
737	75.70813474
738	75.70225728
739	75.69484691
740	75.688578
741	75.67693459
742	75.66795577
743	75.65303685
744	75.6461164
745	75.63506505
746	75.62740734
747	75.61904237
748	75.60075376
749	75.5929308
750	75.58061278
751	75.57075923
752	75.56604024
753	75.55816742
754	75.54289064
755	75.52135275
756	75.50806149
757	75.49495049
758	75.48596042
759	75.46254235
760	75.45814235
761	75.44783548
762	75.44231833
763	75.43468046
764	75.4183175
765	75.40360893
766	75.39496943
767	75.38685493
768	75.37992776
769	75.37162869
770	75.36245353
771	75.35327431
772	75.34513735
773	75.32638731
774	75.30257511
775	75.28837837
776	75.27432545
777	75.26663722
778	75.25335009
779	75.24105361
780	75.22874404
781	75.21657972
782	75.20091402
783	75.1911291
784	75.17870487
785	75.16398335
786	75.15293794
787	75.14227798
788	75.13422729
789	75.1265088
790	75.11942609
791	75.11143863
792	75.0920971
793	75.0815318
794	75.06188207
795	75.05485875
796	75.04961607
797	75.03676215
798	75.02897634
799	75.01981582
800	75.00785996
801	74.99804648
802	74.98481526
803	74.97351428
804	74.96419954
805	74.95028026
806	74.94008499
807	74.933156
808	74.91389351
809	74.90702444
810	74.89635961
811	74.88593906
812	74.87810773
813	74.87110606
814	74.86311713
815	74.85768285
816	74.84720637
817	74.83759425
818	74.81947012
819	74.81394508
820	74.79452788
821	74.78453783
822	74.77863039
823	74.77140913
824	74.76432751
825	74.74635347
826	74.73391515
827	74.72425747
828	74.71456617
829	74.70328056
830	74.68690725
831	74.67593336
832	74.66770689
833	74.66229382
834	74.64475
835	74.62671516
836	74.62334474
837	74.6119709
838	74.60831304
839	74.59583376
840	74.5811493
841	74.57464389
842	74.56050617
843	74.54619081
844	74.54274503
845	74.53783698
846	74.52687478
847	74.52197387
848	74.50484281
849	74.49065587
850	74.47890865
851	74.46749975
852	74.45981583
853	74.44745368
854	74.44369917
855	74.44097349
856	74.42440824
857	74.41822107
858	74.41310971
859	74.39919027
860	74.38833305
861	74.3749544
862	74.36404043
863	74.35150748
864	74.33802299
865	74.3262183
866	74.31746997
867	74.306989
868	74.30387497
869	74.29100243
870	74.27527146
871	74.2610785
872	74.25003689
873	74.24259522
874	74.22950168
875	74.21400677
876	74.20638336
877	74.19658433
878	74.18500768
879	74.17308945
880	74.16723386
881	74.15761781
882	74.14533898
883	74.13472967
884	74.12245326
885	74.11215429
886	74.10004377
887	74.08490485
888	74.07977409
889	74.0646879
890	74.0552387
891	74.04020768
892	74.03421386
893	74.0204126
894	74.00980783
895	73.99787956
896	73.98741563
897	73.97563231
898	73.96927576
899	73.95406277
900	73.94745996
901	73.93363751
902	73.91743225
903	73.90409159
904	73.89498549
905	73.88570335
906	73.88092398
907	73.87069486
908	73.85619459
909	73.84426856
910	73.8371856
911	73.831764
912	73.82472503
913	73.82077833
914	73.81317565
915	73.80872389
916	73.80628667
917	73.78932808
918	73.78303532
919	73.77255335
920	73.76709841
921	73.7633852
922	73.75392904
923	73.75107364
924	73.74704955
925	73.7408899
926	73.73087714
927	73.71959421
928	73.71410359
929	73.70498823
930	73.69938778
931	73.68896907
932	73.67819243
933	73.66883425
934	73.65664967
935	73.65018145
936	73.6479944
937	73.62950693
938	73.61994134
939	73.61375601
940	73.60584365
941	73.59911278
942	73.5891792
943	73.56874448
944	73.55399713
945	73.54551765
946	73.53648722
947	73.52917994
948	73.51999468
949	73.51462594
950	73.51050798
951	73.49022999
952	73.48197717
953	73.47384694
954	73.46119265
955	73.45504593
956	73.44201891
957	73.43419061
958	73.42543153
959	73.41546929
960	73.40501785
961	73.38778652
962	73.38156609
963	73.36877054
964	73.35918718
965	73.35094614
966	73.34552282
967	73.33618175
968	73.32929589
969	73.31725302
970	73.30458096
971	73.29121398
972	73.28453889
973	73.27672363
974	73.27042335
975	73.26085159
976	73.2449932
977	73.23152744
978	73.22239594
979	73.2115002
980	73.19981299
981	73.19056065
982	73.18201689
983	73.17172542
984	73.16259011
985	73.15510165
986	73.15031346
987	73.14600049
988	73.13677679
989	73.13291393
990	73.12056531
991	73.11283289
992	73.09474506
993	73.08114733
994	73.07280592
995	73.06670251
996	73.05373759
997	73.04204684
998	73.03738664
999	73.02768342
